,prompt_index,prompt_start,entropies.0,entropies.1,entropies.2,entropies.5,entropies.10,entropies.15,entropies.20,entropies.24,entropies.25
13,13,"Once upon a time, there was a family who lived near the mountains. One day, the mom said to her litt",0.00488328468054533,0.009753967635333538,0.028206653892993927,0.16459135711193085,0.7267494797706604,1.1156771183013916,0.41981008648872375,0.29606810212135315,0.8271734714508057
14,14,"Once upon a time, there was a boy named Josh. He was three years old. Josh wanted a goat very much. ",0.0015249045100063086,0.005738441366702318,0.008978805504739285,0.14710363745689392,0.6602389216423035,0.9877379536628723,0.39971810579299927,0.3144867718219757,0.8714061379432678
15,15,"Max woke up early one morning. He was so excited to go outside. As he opened his bedroom window, he ",0.0018964670598506927,0.003825253574177623,0.014998738653957844,0.1458781659603119,0.6898461580276489,0.9715652465820312,0.3813457787036896,0.36286208033561707,1.0952621698379517
16,16,"Once upon a time, there was a little gray dog named Spot. Spot loved to play with his ball all day l",0.0010749039938673377,0.010203544050455093,0.011272803880274296,0.11794677376747131,0.6424665451049805,1.0595033168792725,0.39763450622558594,0.32643258571624756,0.8104477524757385
17,17,Once upon a time there was a little boy named Jack who liked to spin around really fast. One day he ,0.010631538927555084,0.011305165477097034,0.01597975380718708,0.10763702541589737,0.609940767288208,0.9974024891853333,0.4050711393356323,0.37354958057403564,0.9610234498977661
18,18,Once upon a time there was a very nice little boy. His name was Bobby. Bobby was very happy. One day,0.0034036862198263407,0.004778475966304541,0.0037132513243705034,0.09165122359991074,0.5613583922386169,1.0046839714050293,0.44876107573509216,0.3753676116466522,1.0193027257919312
19,19,"Jimmy was a 3 year old boy who loved to explore. One day, his mommy took him to the gym. Jimmy was v",0.009214374236762524,0.02620812878012657,0.02519882656633854,0.09461422264575958,0.7448700666427612,1.0505973100662231,0.40634772181510925,0.3537970185279846,1.0403716564178467
20,20,"Once upon a time, there was a bird named Blue. Blue loved to fly in the sky and soar high above the ",0.002476345282047987,0.016643524169921875,0.015072237700223923,0.10223015397787094,0.7573158740997314,1.0356277227401733,0.4212178885936737,0.32420894503593445,0.8034125566482544
21,21,"Once upon a time, there was a little girl named Lily. One day, she went to the kitchen and saw that ",0.00386691652238369,0.006392414215952158,0.019989745691418648,0.13506390154361725,0.6742581725120544,1.0356738567352295,0.36565670371055603,0.2612334191799164,0.7716197371482849
22,22,Once upon a time there was a jungle. It was a very noisy jungle filled with animals. In the middle o,1.69448849192122e-05,0.0018855765229091048,0.010638640262186527,0.09029234200716019,0.6325008869171143,0.9077900648117065,0.41428831219673157,0.334367960691452,0.9831907153129578
23,23,"Once upon a time, there was a little girl named Emily. She too was three years old and wanted to exp",1.752500975271687e-05,0.010065262205898762,0.030871553346514702,0.1368577927350998,0.5308489203453064,0.8385492563247681,0.38964134454727173,0.3286815285682678,1.0639103651046753
24,24,"Once upon a time, there was a little girl named Lily. One day, Lily went to play outside in the snow",0.00027002309798263013,0.01035852637141943,0.014330131933093071,0.10589619725942612,0.702928900718689,1.139833927154541,0.4221686124801636,0.2843487560749054,0.7919600009918213
25,25,"One day, a bird named Bella was very tired. She had been flying all day to find a friend. Bella stop",0.0061441329307854176,0.011808148585259914,0.019790371879935265,0.11232728511095047,0.6116825938224792,0.9869815111160278,0.4789544343948364,0.3082757592201233,0.9014508128166199
26,26,Once there was a boy who was very busy. He was always running around trying to finish his chores and,8.146651089191437e-05,0.00037047339719720185,0.009690571576356888,0.12681010365486145,0.47302675247192383,0.9042877554893494,0.3332568407058716,0.3057214617729187,0.8755016922950745
27,27,Tom and Mia are friends. They like to play in the park. They have a red ball. They kick the ball to ,0.011203767731785774,0.016132278367877007,0.04692697897553444,0.12744490802288055,0.627241849899292,1.0614430904388428,0.40816864371299744,0.28196603059768677,0.7576870322227478
28,28,"Once upon a time, there was a little girl named Lily. She loved to play outside in the garden with h",0.0012777516385540366,0.010362685658037663,0.016731465235352516,0.14924345910549164,0.5932406783103943,1.1018791198730469,0.3775244653224945,0.26077982783317566,0.7338356375694275
29,29,Lily and Ben are friends. They like to play in the park. They see a big slide. It is wide and long. ,0.00044682578300125897,0.020384158939123154,0.03608167544007301,0.09687411785125732,0.7557090520858765,1.0508233308792114,0.40708261728286743,0.3171977400779724,0.8759730458259583
30,30,Once upon a time there was a little girl. She was three years old and wore a pink mitten on one hand,5.213396070757881e-05,0.00921657495200634,0.025319866836071014,0.09761764109134674,0.6025388836860657,1.0102092027664185,0.39248812198638916,0.2970370650291443,0.9115103483200073
31,31,"Once there was a small girl named Mary. Mary was very happy and liked to play.
One day, Mary decided",0.0019103860249742866,0.0064164260402321815,0.013958297669887543,0.12521454691886902,0.5834475755691528,1.1166614294052124,0.4874646067619324,0.3507806062698364,0.9349707961082458
32,32,"Once upon a time, there was a square. It was dull and grey.

Bored and alone, the square wanted to h",0.0007340186857618392,0.015299869701266289,0.0038037369959056377,0.16631460189819336,0.7086418271064758,1.0287433862686157,0.45279833674430847,0.3181588053703308,1.0781669616699219
33,33,Lily liked to draw pictures with her crayons. She had a folder where she kept all her drawings. She ,0.0014446942368522286,0.010782784782350063,0.038169242441654205,0.14233174920082092,0.556235134601593,0.9799305200576782,0.4517991542816162,0.3280068039894104,0.8582422733306885
34,34,"Once upon a time, there was a little boy named Timmy. Timmy loved to help his mom in the kitchen. On",0.00411422410979867,0.001397228566929698,0.00297917565330863,0.12429019808769226,0.6325237154960632,1.0689209699630737,0.41949132084846497,0.3097974359989166,0.8515096306800842
35,35,"Alice was a restless 3 year old. She was always looking for a new game to play.
One day, when she wa",0.012507480569183826,0.019642382860183716,0.03510711342096329,0.12270305305719376,0.5787429809570312,0.9306322932243347,0.4156246483325958,0.389205664396286,1.116392970085144
36,36,Josh and his sister were fishing at the lake one sunny day. Josh liked to fish because he was compet,0.0023512602783739567,0.0235573872923851,0.030079558491706848,0.07666920870542526,0.6128451228141785,0.9452926516532898,0.4067552387714386,0.36532971262931824,1.16423761844635
37,37,"Once upon a time, there was a warm, furry cat named Fluffy. Fluffy loved to sing. Every day, he woul",0.0008595614926889539,0.008206178434193134,0.00561503367498517,0.11131805181503296,0.6170248985290527,1.0402274131774902,0.45755571126937866,0.36753547191619873,0.8374232649803162
38,38,"Once upon a time, there was a little girl named Lily. She loved to walk on the path in the park. One",0.0014457717770710588,0.0043801357969641685,0.01207687333226204,0.17106923460960388,0.6038381457328796,1.0881270170211792,0.3948168456554413,0.24602267146110535,0.6966784000396729
39,39,"Once upon a time, there was a nice musician. He liked to play songs on his guitar. People loved to h",0.0006689477595500648,0.007442953996360302,0.02131134457886219,0.10778988897800446,0.5576199293136597,1.0358997583389282,0.43978574872016907,0.26858922839164734,0.8152928352355957
40,40,"Once there were two friends, Anna and Tim. Anna was tall and Tim was small. But what they had in com",0.0021082900930196047,0.008149215020239353,0.013276162557303905,0.10708263516426086,0.6361038088798523,1.0541150569915771,0.42105016112327576,0.3140571415424347,1.1186500787734985
41,41,"Mia was running around, playing with her friends. Her mom yelled, ""Mia, come over here for a second.",0.0021509367506951094,0.01013386994600296,0.024856682866811752,0.13980484008789062,0.7315621376037598,0.9533096551895142,0.405941367149353,0.31467336416244507,0.8887910842895508
42,42,Once upon a time there were two friends called Sally and Jake. They lived near the beach and liked t,0.005176176782697439,0.006900693289935589,0.026706991717219353,0.12427663058042526,0.635006844997406,1.06671142578125,0.4651910662651062,0.3368128836154938,0.9322024583816528
43,43,"Once upon a time, there was a playful puppy named Max. Max loved to run and jump and play all day lo",0.004487236961722374,0.006400091573596001,0.004927871283143759,0.1235731989145279,0.58170485496521,1.0462249517440796,0.4681475758552551,0.3423708379268646,0.8560057878494263
44,44,"Once upon a time, there was a little girl named Lily. She had a friendly dog named Max. They loved t",0.0007168855518102646,0.007197449449449778,0.015362354926764965,0.11658884584903717,0.5762650966644287,0.9677620530128479,0.3071512281894684,0.31715795397758484,0.8456570506095886
45,45,"Anna and Ben were friends. They liked to play outside. One day, they saw a big hill near their house",0.008177029900252819,0.011272592470049858,0.029376424849033356,0.11555905640125275,0.7213176488876343,1.115115761756897,0.40419578552246094,0.32941335439682007,0.9342098832130432
46,46,"Once upon a time, there was a little boy named Timmy. He loved to play with his toys and run around ",0.0008471452747471631,0.011527598835527897,0.012024255469441414,0.12034697830677032,0.5379694700241089,0.9239048361778259,0.3536040484905243,0.3580513596534729,0.806734025478363
47,47,Minty was a happy three-year-old girl. She loved playing with her toys and knitting with her mom. To,0.00954350270330906,0.004411871079355478,0.021970195695757866,0.11424160748720169,0.5150299668312073,0.9511818885803223,0.4250433146953583,0.30846503376960754,0.8894309997558594
48,48,"Once upon a time, there was a boy named Timmy. Timmy lived in a big house with his family. Timmy's f",0.0006848806515336037,0.011972702108323574,0.022342560812830925,0.08988073468208313,0.5529546141624451,0.8388407826423645,0.330060750246048,0.32180631160736084,0.794824481010437
49,49,Once there was a little girl named Lou. She loved to go on adventures. One day she decided to join h,0.0007061767973937094,0.002827689051628113,0.01564663276076317,0.09282669425010681,0.5326864719390869,0.909193754196167,0.4992266297340393,0.4711354672908783,1.1374077796936035
50,50,"One day, Bob was walking in the park. He saw a big herb. He was very happy and decided to take it ho",0.004209201782941818,0.00981544516980648,0.010597381740808487,0.14503130316734314,0.6394479870796204,0.9690315127372742,0.5029081702232361,0.33011510968208313,0.9776512980461121
51,51,"Once upon a time, there was a little bird who loved to sing. Every day, the bird would fly around an",0.00014344259398058057,0.004310378804802895,0.006227491423487663,0.13196367025375366,0.7081670761108398,1.0923045873641968,0.42334219813346863,0.2787744402885437,0.7030462622642517
52,52,Once there was a little girl who loved machines. She was full of life and enjoyed playing with them.,0.0013708478072658181,0.004788985475897789,0.018606707453727722,0.15417304635047913,0.677588164806366,1.0526759624481201,0.4841998815536499,0.2821406424045563,0.8480391502380371
53,53,"Once upon a time there was a girl called Joan. She was very creative and always liked to explore.

O",0.0004793437838088721,0.008178194984793663,0.02338484302163124,0.12739937007427216,0.5380473136901855,0.8945183157920837,0.46453019976615906,0.3698858320713043,0.991101861000061
54,54,Once upon a time there was a little girl who loved to play in the park. She would climb up and down ,0.0013578628422692418,0.008873295038938522,0.02575795352458954,0.14399521052837372,0.6490545868873596,0.9994884729385376,0.35246604681015015,0.2985518276691437,0.8226845860481262
55,55,"Once upon a time, a little girl named Joy had a favorite cookie. The cookie was round and golden, an",0.0002836903731804341,0.006162390578538179,0.020276544615626335,0.0770055428147316,0.5683071613311768,0.988665759563446,0.38062161207199097,0.3361591100692749,0.9814493060112
56,56,"Once upon a time, there was a little girl named Lily. She loved to play with her magnet toys. One da",0.0005901739932596684,0.014140659943223,0.017254440113902092,0.13787080347537994,0.678775429725647,1.0786194801330566,0.3875817358493805,0.32073289155960083,0.7496083974838257
57,57,Once upon a time there was an obedient boy. He wanted to go outside and play. So he got dressed and ,8.563874143874273e-05,0.003792707109823823,0.005673544015735388,0.14357228577136993,0.650400698184967,1.0568336248397827,0.3365337550640106,0.27459588646888733,0.9705435037612915
58,58,"Once upon a time, there was a princess who was very dizzy. She spun around and around until she got ",0.0013501944486051798,0.00426395982503891,0.0190160870552063,0.15176644921302795,0.5833268761634827,0.865612268447876,0.41969576478004456,0.340725302696228,0.9032455086708069
59,59,Once upon a time there was a tiny peach. He was an unusual peach because he loved to slide. He would,0.00036273684236221015,0.00010970429138978943,0.001100845169275999,0.11907974630594254,0.6859143972396851,0.9021885991096497,0.4188567101955414,0.3591792583465576,1.0730763673782349
60,60,"Once upon a time, there was a little boy. He was so curious and always wanted to explore. One day, h",0.004182733595371246,0.004149502608925104,0.015638647601008415,0.13773886859416962,0.6635839939117432,0.9717031717300415,0.4391714632511139,0.27985715866088867,0.8436813354492188
61,61,"Anna and Ben love to eat melon. Melon is sweet and juicy and makes them happy. One day, Mom brings h",0.0019477995811030269,0.009563232772052288,0.018347550183534622,0.12207110226154327,0.5952678322792053,1.0209764242172241,0.43780407309532166,0.33787107467651367,0.9430734515190125
62,62,"Once upon a time, there was a poppy. It was a pretty flower with a red color. One day, a bee came to",0.004336162470281124,0.0008388722199015319,0.008681891486048698,0.10674658417701721,0.6003628969192505,1.0113669633865356,0.3836195170879364,0.3154911994934082,0.9003482460975647
63,63,"Once upon a time there was a hot summer. Everywhere was very hot and the sun was shining. One day, a",0.003086904063820839,0.006654469761997461,0.00813939981162548,0.08438527584075928,0.42268094420433044,0.8172174692153931,0.3872964382171631,0.318941593170166,1.030838966369629
64,64,Once upon a time there was a girl. She saw a big stack of blocks. She wanted to play with it. So she,7.11784086888656e-05,0.008528824895620346,0.03871583566069603,0.16827867925167084,0.5874024629592896,0.9634961485862732,0.33350056409835815,0.31077903509140015,0.9476382732391357
65,65,"Once upon a time, there was a dependable woman named Sue. Sue was a helper. She liked to help people",0.00013446855882648379,0.003421418834477663,0.01462977472692728,0.12104012072086334,0.554113507270813,0.9502320885658264,0.356704443693161,0.3186759650707245,1.0538935661315918
66,66,"Once upon a time, there was a messy dog named Spot. He loved to dig and bury his bones in the yard. ",0.001085259485989809,0.0022286565508693457,0.004493156913667917,0.10948793590068817,0.7080729007720947,0.9588978290557861,0.5472078919410706,0.3635231554508209,0.8621814250946045
67,67,Tom and Anna like to play knights and dragons. Tom has a big shield made of cardboard. Anna has a so,0.010077936574816704,0.013185784220695496,0.03188612312078476,0.13875365257263184,0.7658307552337646,1.0140743255615234,0.44621536135673523,0.33795982599258423,0.9682784080505371
68,68,Once there was a friendly bunny who had a crystal. He liked to pull his crystal and watch it sparkle,3.127816671621986e-05,0.0008167155319824815,0.011130256578326225,0.09972408413887024,0.5497556328773499,0.949282705783844,0.39657652378082275,0.31441816687583923,0.9139392971992493
69,69,"Once upon a time, there was a little dog. His name was Chew. Chew was a happy dog, but sometimes he ",0.005808277055621147,0.0064111812971532345,0.007708465680480003,0.12415725737810135,0.5049349069595337,1.0243138074874878,0.4329611659049988,0.2801329493522644,0.7737268805503845
70,70,Little Jack was walking in the park. He liked to look up in the sky and see the birds flying around.,0.005295061971992254,0.0031870580278337,0.0070538995787501335,0.11076883226633072,0.6564172506332397,0.8674541115760803,0.39740848541259766,0.33837324380874634,1.0503671169281006
71,71,"Once upon a time, there was a kind old man. He was very intelligent. He had a cane to help him walk.",0.0001760819141054526,0.005815130192786455,0.005257127806544304,0.14905892312526703,0.688174307346344,1.1546289920806885,0.4159843921661377,0.29075682163238525,0.8440333008766174
72,72,"Once upon a time, there was a little boy named Tim. Tim was a careless boy. He loved to play outside",0.0006422465667128563,0.01612735539674759,0.016495412215590477,0.12846902012825012,0.6500929594039917,1.1455414295196533,0.3833340108394623,0.2974247336387634,0.7230782508850098
73,73,"Once upon a time, there was a big event. Lots of people were excited and happy. Everyone was having ",0.0025135022588074207,0.013934009708464146,0.01720096729695797,0.1541018784046173,0.6818795204162598,0.9285234808921814,0.37638163566589355,0.2858705520629883,0.9328638315200806
74,74,"Once upon a time, there was a little girl named Violet. She loved to go to the beach and play in the",0.00298907863907516,0.015025824308395386,0.017247969284653664,0.1179007813334465,0.6772090196609497,1.0967857837677002,0.46655794978141785,0.30516552925109863,0.7271730899810791
75,75,"Once upon a time, there was a little boy named Timmy. Timmy loved to play dress-up and pretend he wa",6.505625151476124e-06,0.002179602859541774,0.0033418864477425814,0.14038455486297607,0.60633784532547,1.0240274667739868,0.41394075751304626,0.3005039691925049,0.8070480227470398
76,76,"Once upon a time, there lived two best friends, Bill and Jane. They lived in a town close by, but ne",0.00025251065380871296,0.002481133444234729,0.01587473414838314,0.10509659349918365,0.609531819820404,0.9796142578125,0.40103450417518616,0.2800240218639374,0.8957808613777161
77,77,"Once upon a time there was a fat fairy. She lived in a big forest and was very happy. But one day, s",6.35135656921193e-05,0.0005124600720591843,0.022535843774676323,0.15612898766994476,0.5327754616737366,0.9790887236595154,0.47550395131111145,0.3679415285587311,0.9624468684196472
78,78,Once there was a little girl. She was walking down the beach. It was a sunny day and she felt so hap,0.006856805179268122,0.00742111774161458,0.025555649772286415,0.13843028247356415,0.5566032528877258,0.9230971336364746,0.4073541760444641,0.31766366958618164,0.8729551434516907
79,79,"John was feeling very lonely. He wanted to make some friends, but he did not know how. One day, he h",0.0005741490167565644,0.008000272326171398,0.012518891133368015,0.06836782395839691,0.5632184147834778,0.963736891746521,0.3512110114097595,0.3583434224128723,1.044395089149475
80,80,The church was big and tall. It was made of wood and stone and it was very heavy. There were lots of,0.005151929799467325,0.0011221386957913637,0.01626298390328884,0.09837713837623596,0.5823562145233154,1.0485509634017944,0.45210033655166626,0.3723739981651306,1.0754008293151855
81,81,"Tommy was a curious three year old. He liked to study things, but he didn't know what to study today",0.004288245923817158,0.004061024636030197,0.006454575341194868,0.11020666360855103,0.531516432762146,0.9486932754516602,0.37283092737197876,0.3247095048427582,1.0347070693969727
82,82,"Once upon a time, there was a little girl called Emily. One day, Emily woke up and wanted to go to t",0.006790730636566877,0.009055301547050476,0.026437684893608093,0.1592891961336136,0.6483591794967651,0.9932073950767517,0.3803231418132782,0.2286575436592102,0.7441175580024719
83,83,"Every summer, the family goes to a special camp. They stay in a small cabin in the woods, and they h",0.005584905855357647,0.006097613833844662,0.013275118544697762,0.09524285793304443,0.43337634205818176,0.8563119769096375,0.401719868183136,0.38230887055397034,1.1179018020629883
84,84,"Once upon a time, a cow entered a big, green field. She was looking for some food to eat. Suddenly, ",8.041683031478897e-05,0.010593956336379051,0.017346195876598358,0.10338819772005081,0.4596255123615265,0.9129229784011841,0.44843077659606934,0.39181602001190186,1.0610060691833496
85,85,It was a hot summer's day and Little Lee was in the garden. She saw a high tree with a lot of leaves,0.011683720164000988,0.007286901585757732,0.040392059832811356,0.16898107528686523,0.564466655254364,1.043949007987976,0.5009762644767761,0.3650033473968506,1.0215609073638916
86,86,"Once upon a time, there was a small tiger. He was very lonely and didn't have any friends. One day h",1.302369582845131e-05,0.0103612607344985,0.0300996582955122,0.11163971573114395,0.6500489115715027,0.8000413775444031,0.29602155089378357,0.3030622899532318,0.8606120944023132
87,87,"One day, Alex had some stupid luggage to wash. He took it outside and filled a tub with water. He us",0.0003724851703736931,0.002559023443609476,0.004104252904653549,0.08838588744401932,0.5905827283859253,0.8768945932388306,0.4636117219924927,0.4013422727584839,1.2620041370391846
88,88,"One day, Sammy was walking down the street and saw something green. He ran over to it and discovered",0.0005778373451903462,0.0007777521386742592,0.013940376229584217,0.093688003718853,0.5132824182510376,0.891863226890564,0.3921405076980591,0.2880516052246094,0.8657598495483398
89,89,"Once upon a time, there was a little girl named Lily. She lived in a big house with her mommy and da",0.005080992355942726,0.012554307468235493,0.016943246126174927,0.1381678283214569,0.6767446994781494,1.0218449831008911,0.4206342101097107,0.2935432195663452,0.7493093609809875
90,90,"Once upon a time, there was a little boy named Timmy. Timmy loved playing with his laser gun. He wou",0.00011440221715020016,0.003732893615961075,0.008962339721620083,0.10359961539506912,0.6847902536392212,1.0407048463821411,0.3614407181739807,0.29758432507514954,0.7344666719436646
91,91,"Once upon a time, there was a furry dog named Max who lived on a ranch with his owner, Timmy. Max lo",0.001348627614788711,0.004701321944594383,0.013564569875597954,0.13294845819473267,0.6074714064598083,1.0884498357772827,0.41857653856277466,0.29673415422439575,0.7997631430625916
92,92,Once there was a little giraffe called Happy. He loved to stand on the top of the hill and watch the,0.00830160640180111,0.01403720211237669,0.020630914717912674,0.11024119704961777,0.5885122418403625,1.0646017789840698,0.43285053968429565,0.3141058385372162,0.9262556433677673
93,93,Once there was a little girl named Daisy and she was three years old. Daisy loved giving her mom a k,0.005139416083693504,0.0068977330811321735,0.01595749706029892,0.1619008481502533,0.5831467509269714,0.8690698742866516,0.3327483534812927,0.32525360584259033,0.9693018794059753
94,94,"Once upon a time, there was a little girl named Lily. She loved to play outside with her friends in ",0.0020839960779994726,0.0064517841674387455,0.007133041974157095,0.08566214889287949,0.5210601091384888,0.927347719669342,0.3074216842651367,0.2787533700466156,0.7013617753982544
95,95,"Once upon a time, there was a little girl named Lucy. She had a red wagon that she liked to pull. On",0.006852520629763603,0.008284187875688076,0.01543312519788742,0.12938830256462097,0.5987725853919983,0.9810962677001953,0.33767667412757874,0.30766400694847107,0.7574661374092102
96,96,"John and his Mom were walking near the lake.

""Look, Mom!"" John yelled, pointing to the lake. 
""Let'",0.0057829031720757484,0.005963820964097977,0.025910237804055214,0.13931497931480408,0.7604772448539734,1.089374303817749,0.3731113076210022,0.35764190554618835,0.9753172397613525
97,97,"Billy was very excited. He was standing on the doorstep of his new house with his parents, waiting t",0.0089979013428092,0.01045470591634512,0.0210777185857296,0.1284370720386505,0.5954340100288391,0.9353211522102356,0.3940553367137909,0.36810004711151123,1.1143521070480347
98,98,"Once upon a time, there was a girl who was very sleepy. She yawned a lot and her mom said it was tim",0.0006339609972201288,0.0004955407348461449,0.00759652815759182,0.11536513268947601,0.5669248700141907,0.9391893744468689,0.4102018177509308,0.29463326930999756,0.8859394192695618
99,99,Once there was a big turkey. He was so big and tall that he could see over the trees. He had many fr,0.00012344398419372737,6.173916335683316e-05,0.002907996531575918,0.09152507781982422,0.45644649863243103,0.9597235918045044,0.41020646691322327,0.3004898726940155,0.9591730237007141
100,100,"Once upon a time there was a charming little mouse who liked to play all day. One day, the mouse was",9.078689618036151e-05,0.0056655751541256905,0.005901855416595936,0.12469169497489929,0.5755554437637329,0.9240111112594604,0.41521593928337097,0.36977896094322205,1.0446884632110596
101,101,"Yesterday, I went to the park with my mommy. We walked and played on the swings. I saw a big white d",0.0024012401700019836,0.0008872766047716141,0.02936325967311859,0.055913377553224564,0.6238600611686707,0.988466739654541,0.4355807304382324,0.3818310797214508,1.2395086288452148
102,102,"Once upon a time, there was a girl. She wanted to marry. One day she saw a purple thing and thought ",0.0001620496332179755,0.0074752080254256725,0.03212052583694458,0.14877133071422577,0.6142156720161438,0.9560426473617554,0.3933159112930298,0.34628042578697205,1.0933513641357422
103,103,"Once upon a time, there was a girl called Anna. She was very compassionate and liked to rock in her ",0.007868325337767601,0.0032467683777213097,0.01303486805409193,0.13324223458766937,0.5619916319847107,0.8202412724494934,0.3661161959171295,0.27728068828582764,0.8691344261169434
104,104,"Once upon a time, there was a graceful bear. He was walking in the woods one day. Suddenly, he saw a",0.0025682966224849224,0.0007854148279875517,0.010446502827107906,0.11055836081504822,0.5580311417579651,0.9579805135726929,0.4151153862476349,0.36489802598953247,0.9950090050697327
105,105,"Once upon a time, there was a little girl named Lily. She loved cake very much and her mommy made he",1.60484869411448e-05,0.0012506759958341718,0.007839403115212917,0.10758061707019806,0.5965834856033325,1.1234906911849976,0.33404526114463806,0.28206440806388855,0.753546953201294
106,106,"Once upon a time, there was a little girl named Lily. She loved to play in the park near her house. ",0.003918756265193224,0.010948529466986656,0.02267294004559517,0.1223040223121643,0.6739675998687744,1.1259453296661377,0.4224187731742859,0.30110710859298706,0.7626063227653503
107,107,"Once upon a time there was a girl named Sarah. She wanted to bring her sheep to the barn. 

Sarah sa",0.0020011637825518847,0.017454374581575394,0.04142126813530922,0.1260986477136612,0.7035256028175354,1.069281816482544,0.42483261227607727,0.3431857228279114,1.010300636291504
108,108,Once upon a time there was a popular shark. He liked to hop around the ocean. He told everyone he me,0.0006042775348760188,0.004921908024698496,0.004195001441985369,0.11478806287050247,0.629711389541626,0.8969665765762329,0.375379353761673,0.26233282685279846,0.8246614933013916
109,109,"Once upon a time, a little boy named Timmy was playing outside. He saw a butterfly and chased it. Th",0.0016484869411215186,0.014514343813061714,0.013987471349537373,0.13286961615085602,0.6288938522338867,0.9211703538894653,0.43335068225860596,0.34571197628974915,0.9355239868164062
110,110,"Once upon a time, there was a little girl. She was very clumsy and often stumbled around. One day, t",3.153715078951791e-05,0.004838180728256702,0.024765171110630035,0.13534024357795715,0.5239483118057251,1.126706600189209,0.38668420910835266,0.341190904378891,0.8392117023468018
111,111,"Once upon a time, there was a little girl named Lily. One day, her mommy gave her a quiz to see if s",8.975893251772504e-06,0.015528783202171326,0.01433154009282589,0.11779411137104034,0.5906038284301758,0.9253008961677551,0.408488392829895,0.3425820767879486,0.8938255310058594
112,112,Once there was a little yellow cat. He loved to play and run around. His favourite game was to speed,0.001571265747770667,0.004129083827137947,0.004731844644993544,0.14666780829429626,0.5915419459342957,1.0061312913894653,0.42633000016212463,0.3240244686603546,0.9557100534439087
113,113,"Once upon a time there was a whale. He was swimming in the deep blue sea, enjoying being free. Sudde",0.00015155710570979863,0.0007548514404334128,0.0029916034545749426,0.09945818781852722,0.5450340509414673,0.9850399494171143,0.4267295002937317,0.3240530490875244,0.973712146282196
