,Class,Cluster,X,Y
147,7,87,37.173336,-54.384197
148,8,78,-20.827585,18.038305
149,1,187,-84.66437,6.0142546
150,3,191,-69.86696,-30.922207
151,6,75,13.598825,112.62662
152,5,134,-3.4886887,-76.741234
153,2,123,-27.474918,21.703732
154,8,75,9.730939,4.8965364
155,8,88,10.358072,-6.669071
156,6,63,-11.080557,-28.720139
157,7,187,-23.477869,-18.152805
158,3,105,-14.280507,-48.21603
159,9,187,46.221394,-0.7458829
160,3,213,-52.167156,-42.13148
161,8,187,14.150723,0.44146433
162,8,187,11.430588,-1.738099
163,8,187,10.018933,22.957315
164,7,87,89.94991,-40.354065
165,0,70,-28.438225,-101.22296
166,9,187,39.78988,-15.202068
167,1,187,-73.85633,61.750504
168,8,75,-7.7246103,19.856205
169,4,187,69.44972,46.52478
170,6,87,56.596333,62.823345
171,2,213,-25.717213,-86.18682
172,8,75,1.1825923,30.647755
173,6,134,8.5938,98.70749
174,0,70,-20.86662,-91.84804
175,0,70,-20.167967,-100.64127
176,9,187,34.909702,-6.7543464
177,0,70,-22.391806,-97.6729
178,3,25,-62.889442,-14.5695305
179,2,25,-45.467033,82.64815
180,8,75,-9.786275,-4.392497
181,4,187,86.00208,39.426388
182,6,240,38.430717,79.7342
183,3,213,-67.10318,-41.761887
184,0,70,-16.436289,-95.991295
185,5,213,-11.20952,-81.3487
186,2,187,-3.4305003,61.157715
187,2,123,-33.01864,65.80126
188,0,70,-25.575285,-97.40804
189,9,187,55.927876,21.45734
190,6,63,35.136745,60.04876
191,2,123,-26.276241,30.819515
192,5,213,-24.219873,-69.28806
193,1,191,-82.95159,47.65527
194,8,75,18.495832,33.614254
195,6,63,46.51361,101.2351
196,4,87,91.53225,23.604843
197,1,191,-88.289406,-3.910613
198,1,191,-102.14654,9.830836
199,5,105,-1.9804708,-59.61721
200,8,75,3.3154778,-10.795343
201,1,191,-109.7163,27.785416
202,7,87,34.33269,-85.708374
203,6,63,17.82594,56.2548
204,5,88,-4.8631983,-63.85073
205,9,187,36.513874,-24.616203
206,2,134,-53.93497,89.50832
207,6,63,20.9293,64.99327
208,4,87,102.71092,32.351894
209,3,78,-30.344254,-31.756104
210,1,191,-113.85613,16.79395
211,3,25,-44.46774,-3.082258
212,3,191,-73.86494,-20.9811
213,4,187,66.96466,26.14585
214,2,3,-1.4735677,62.496593
215,1,191,-85.44156,15.371489
216,9,187,56.33442,-11.452038
217,3,191,-51.189526,-30.441893
218,2,123,-28.90209,62.755302
219,5,213,3.0063486,-82.83891
220,9,187,54.339302,39.980087
221,2,123,-35.785805,46.654957
222,7,87,42.256664,-63.156963
223,0,70,-24.62967,-99.1307
224,3,213,-30.955122,-38.805202
225,8,75,-5.877569,25.984962
226,4,87,77.72719,39.892483
227,8,105,-3.1316597,-55.340343
228,7,87,32.181293,-64.79593
229,2,123,-16.985924,50.89538
230,2,123,-18.155983,44.285645
231,3,191,-63.063747,-25.521465
232,6,134,25.31215,82.659325
233,2,123,-27.57053,68.114746
234,8,187,-5.3178887,6.8469048
235,7,5,62.340588,-47.891045
236,5,213,1.0139095,-98.26989
237,1,187,-73.95224,68.31874
238,8,75,-2.437717,-15.450445
239,4,187,69.9688,49.202408
240,7,123,32.443775,-51.70229
241,7,87,73.90853,-52.823334
242,1,191,-96.20873,11.317747
243,7,187,32.287006,-47.843002
244,2,123,-13.856528,41.856762
245,6,75,7.6231523,86.27607
246,7,87,38.57672,-78.79724
247,6,63,55.882927,89.67974
248,4,187,55.996655,47.939
249,1,134,-90.86843,43.029617
250,0,70,-22.971836,-102.021255
251,5,105,-5.2361226,-56.5619
252,6,134,24.82271,79.37769
253,1,191,-100.41796,1.3883379
254,4,87,86.5655,-19.041206
255,5,213,18.35879,-98.19243
256,6,75,9.643279,66.75655
257,2,240,6.231817,50.942688
258,9,187,55.92411,6.1245804
259,3,213,-80.81443,-39.451103
260,7,87,78.080475,-51.338337
261,7,87,77.9628,-59.920135
262,4,187,28.10494,-20.753298
263,4,187,36.381207,42.161667
264,9,187,59.029488,28.116003
265,1,187,-81.564384,5.0699377
266,6,75,21.356417,93.60797
267,3,25,-54.84274,-1.2792938
268,1,191,-107.95676,26.447407
269,5,213,-1.428004,-96.58695
270,4,187,76.71639,35.131165
271,0,70,-15.421011,-99.42455
272,0,70,-29.52162,-100.33429
273,7,187,32.541435,-48.59915
274,3,191,-65.67125,-25.673492
275,3,123,-31.102415,15.133774
276,0,70,-34.04539,-100.408844
277,8,75,5.689225,29.457733
278,7,87,31.408358,-76.75012
279,5,75,-8.494713,-60.14688
280,7,87,74.30293,-37.78625
281,9,187,63.902294,-5.059624
282,4,87,85.49114,-17.657331
283,4,187,83.06694,43.557735
284,0,70,-21.607563,-97.97298
285,3,213,-15.928631,-40.629795
286,5,213,1.1698827,-83.527145
287,2,123,-30.023794,53.58668
288,5,213,-0.81361693,-70.45933
289,8,187,33.662052,40.81037
290,1,191,-104.52902,23.890587
291,9,187,30.584618,4.03635
292,4,87,101.80404,-14.423395
293,1,191,-93.80129,9.037113
294,1,191,-103.688805,20.462393
295,4,87,98.38115,9.4087
296,4,187,24.400593,-2.729736
297,9,187,60.2367,9.797476
298,8,75,20.883348,15.724743
299,7,87,32.39332,-75.925514
300,5,213,-7.11553,-90.76299
301,7,87,42.82502,-91.799255
302,3,134,-47.963463,77.33571
303,9,187,47.06676,-0.81283534
304,5,213,-12.658582,-59.63735
305,8,97,21.470303,42.98321
306,0,70,-17.683767,-97.19371
307,9,187,37.80993,-28.177994
308,2,123,-18.260286,53.135643
309,0,70,-17.982954,-102.063286
310,3,25,-46.56629,3.0616593
311,1,191,-99.50934,13.791335
312,4,87,78.61089,16.901516
313,8,187,-4.8581905,14.221434
314,4,187,71.48157,39.87159
315,7,5,78.01428,-75.27074
316,2,134,-49.743275,85.451836
317,9,187,30.654478,3.3809977
318,8,75,3.315551,27.063318
319,9,187,45.24204,8.966308
320,7,123,38.45617,-55.899452
321,9,187,54.158535,-36.33136
322,7,87,78.74977,-70.460556
323,6,75,13.733317,83.78382
324,3,213,-66.49791,-43.293327
325,8,75,2.43148,24.122849
326,6,63,13.962424,51.38181
327,1,191,-96.41282,18.571196
328,2,134,0.9005185,92.66631
329,1,191,-67.40247,14.198474
330,5,75,-5.51059,-43.622616
331,8,134,-15.998725,8.565483
332,9,187,27.430916,-16.097578
333,7,87,92.19569,-48.648006
334,2,123,-36.037125,36.878067
335,7,87,68.8815,-44.071106
336,2,123,-25.501831,64.49351
337,7,87,78.66266,-51.841537
338,3,213,-79.77847,-43.620964
339,2,123,-17.8694,30.614346
340,1,191,-84.60292,8.330133
341,9,187,55.752472,-53.38638
342,3,191,-83.979485,-34.480156
343,8,78,21.899569,31.138672
344,2,123,-21.047054,36.22483
345,2,123,-37.638214,42.088234
346,8,78,17.162416,3.2425778
347,6,63,37.239807,108.282104
348,9,187,48.728367,-5.333625
349,3,191,-46.45788,-30.910664
350,7,123,36.73151,-74.49361
351,4,87,91.53733,-18.112032
352,1,134,-71.714,32.560303
353,4,240,90.737526,49.149967
354,0,70,-27.516201,-97.30481
355,6,63,-18.134565,95.882385
356,9,187,56.024517,27.768402
357,3,123,-33.324715,10.644926
358,7,87,93.120384,-43.387863
359,7,5,69.320885,-56.386448
360,1,191,-117.20625,21.310104
361,3,25,-29.792265,-2.9980516
362,1,191,-97.33231,9.082742
363,0,187,-26.475546,-105.54825
364,8,75,3.7936716,15.097449
365,7,187,29.537285,-53.410942
366,4,187,51.940125,45.716133
367,8,75,-15.11787,20.913017
368,2,123,-26.077938,56.436996
369,1,191,-97.3856,31.104559
370,4,87,105.167564,25.273916
371,4,87,113.5844,21.220293
372,4,87,89.41704,-15.466044
373,1,191,-115.11238,27.183577
374,3,213,-52.33415,-28.184378
375,4,87,101.0496,32.027325
376,1,191,-101.63756,-3.4013119
377,7,87,50.256443,-60.260887
378,9,187,41.80656,30.873573
379,2,123,-25.508547,37.22368
380,3,25,-35.135376,-0.22486624
381,5,213,-21.35834,-51.987503
382,0,70,-31.000334,-98.418236
383,0,70,-29.989693,-95.96006
384,0,70,-22.530273,-101.09799
385,5,213,13.075508,-73.24594
386,9,87,55.368046,-36.643345
387,0,70,-23.125443,-93.18052
388,5,213,-11.891116,-54.6403
389,6,63,57.52674,92.53199
390,5,213,2.3389676,-98.77497
391,5,78,17.409136,-27.479479
392,4,187,43.977894,17.75785
393,3,25,-62.16664,-4.5688615
394,1,191,-88.582855,-3.6528213
395,7,87,74.38112,-42.861736
396,2,123,0.97836745,50.36105
397,0,70,-28.510332,-97.667595
398,4,240,64.73855,44.63369
399,0,70,-18.885113,-97.79405
400,0,70,-18.131964,-98.77016
401,6,63,31.815453,98.69734
402,7,87,36.267696,-81.0513
403,4,240,93.52916,12.242848
404,0,70,-29.734434,-97.41861
405,8,75,-15.14903,22.189932
406,9,87,55.638702,-26.92147
407,6,240,48.259434,77.61358
408,8,75,-0.3837527,-3.059026
409,4,187,68.5846,34.906395
410,7,87,80.340546,-72.627235
411,5,240,-1.9805716,-46.095463
412,7,87,89.07696,-63.724026
413,3,191,-73.40572,-16.079897
414,2,123,-17.98288,43.77783
415,8,88,18.663605,-6.83741
416,5,213,-14.661352,-75.03232
417,3,25,-34.512943,22.843374
418,6,240,41.328312,50.857483
419,4,240,99.671814,7.110005
420,4,187,72.717804,30.976856
421,1,134,-66.97138,31.76534
422,9,187,55.727844,36.650753
423,9,187,58.624256,-18.470846
424,4,240,91.59615,9.723134
425,0,70,-27.149147,-100.585556
426,6,75,56.31926,65.95009
427,6,134,56.488716,70.49087
428,5,213,-7.7332506,-55.81767
429,0,70,-16.068415,-104.56889
430,1,187,-82.73076,52.098167
431,7,187,-4.534355,-21.842264
432,1,191,-108.10468,27.06344
433,3,25,-27.7181,-5.3647227
434,4,87,95.78242,0.39685777
435,8,75,0.87023556,-8.220457
436,8,75,8.225357,34.22586
437,5,213,-31.451174,-43.203495
438,3,123,-31.243282,5.076977
439,5,213,-10.365442,-85.76831
440,1,134,-57.90761,85.22027
441,4,87,96.48151,5.60457
442,1,187,-77.514,64.89888
443,1,25,-77.16156,17.507683
444,8,78,16.950891,39.21777
445,0,70,-19.177158,-101.32368
446,7,78,40.76253,-54.59463
447,3,123,-36.564102,6.0497866
448,7,123,35.036144,-74.75726
449,5,213,-37.989407,-52.765
450,5,213,8.069873,-101.1978
451,1,134,-67.04922,11.89497
452,0,78,-8.354245,-115.43296
453,3,134,-49.289066,77.36316
454,3,25,-34.562405,-9.326044
455,7,78,52.731266,-48.792557
456,1,134,-73.005295,35.51466
457,1,134,-74.85834,33.2762
458,1,134,-79.12403,25.795876
459,5,240,-2.1567051,-41.99093
460,2,123,-32.613583,88.71436
461,1,81,-68.576866,70.55129
462,1,134,-80.22321,29.580687
463,1,191,-104.597885,35.170807
464,8,134,-15.121664,0.32763475
465,9,187,50.796513,-13.976074
466,1,25,-69.8015,50.423878
467,7,5,64.23081,-47.12991
468,6,63,62.181934,87.12237
469,1,191,-97.83565,8.656237
470,8,78,13.834188,-18.191656
471,2,123,-26.37708,31.039701
472,1,134,-76.028,39.412415
473,7,5,59.215366,-75.113075
474,7,87,48.94374,-77.43706
475,5,213,-5.6424227,-92.581154
476,3,123,-28.862982,-1.4408594
477,2,123,-22.565823,35.40173
478,5,75,2.790759,-45.37524
479,6,240,48.04683,83.33961
480,6,63,4.2662926,114.107414
481,9,187,51.25292,20.321167
482,0,70,-31.766172,-95.20857
483,8,187,1.9648888,13.080914
484,2,123,-30.698528,27.337263
485,1,25,-72.0853,61.640347
486,1,187,-85.32576,1.172899
487,6,63,61.95075,70.01698
488,6,75,35.99763,91.04363
489,2,123,-43.260838,69.69137
490,1,191,-86.46277,40.537514
491,9,70,-27.273493,-99.39646
492,0,70,-23.609106,-99.29475
493,5,213,-31.25697,-57.07786
494,8,75,3.921719,-4.111596
495,1,191,-116.70426,19.517887
496,6,63,39.14444,106.462906
497,7,87,63.74225,-45.24785
498,0,70,-24.375734,-100.169525
499,9,187,35.30808,-12.26483
500,5,123,-26.000301,-98.71457
501,2,123,-7.8323727,-25.122953
502,6,63,-15.234712,-28.327309
503,8,75,18.412058,18.060705
504,2,217,-41.26471,64.46031
505,0,70,-22.47228,-94.28855
506,4,87,101.87684,23.096264
507,3,191,-59.390892,-31.207073
508,8,78,-9.4114275,4.292827
509,6,75,4.3501153,70.26171
510,7,87,78.186676,-39.046722
511,3,191,-45.97424,-22.056616
512,7,25,1.4470326,-25.83127
513,1,191,-73.85833,20.53234
514,8,187,22.872404,9.035546
515,1,134,-67.2772,11.348015
516,6,63,55.447536,67.25745
517,3,213,-53.07808,-49.93207
518,0,70,-16.116343,-97.76927
519,4,240,65.97912,42.028946
520,0,70,-20.607294,-99.6855
521,9,187,46.81995,-26.006788
522,6,75,17.752945,87.407
523,7,87,48.747337,-59.828354
524,1,191,-101.28277,25.033987
525,8,75,7.625158,5.6896634
526,1,75,-4.7208643,-13.834131
527,5,75,13.782282,-44.74351
528,2,123,-31.223063,88.82825
529,7,5,73.342186,-73.54138
530,9,187,66.055565,-17.559015
531,2,123,-6.804092,50.126385
532,9,187,45.426792,1.971347
533,5,213,-10.181765,-87.666626
534,2,123,0.83936703,49.326363
535,8,78,-10.1060705,-8.001625
536,6,219,49.670322,48.64658
537,3,25,-51.70037,-12.323193
538,0,70,-29.583723,-91.89257
539,2,123,-32.979256,89.957375
540,1,187,-71.42964,74.408134
541,7,87,39.86473,-83.72848
542,3,187,3.4133162,-23.51833
543,7,87,90.22309,-62.226273
544,4,240,83.78072,-1.047965
545,4,87,109.677605,29.31498
546,2,123,-46.638973,65.05094
547,5,213,14.100074,-98.699905
548,1,187,-77.79485,67.93987
549,2,123,-19.028189,55.98471
550,3,191,-87.04923,-45.125893
551,1,191,-103.041794,-2.7450016
552,2,123,-31.347141,49.771576
553,0,70,-32.642082,-97.80962
554,7,87,84.14809,-58.04825
555,1,191,-76.63243,-7.866299
556,2,123,-42.284767,55.555252
557,6,63,28.591246,65.94902
558,9,187,42.564106,23.90958
559,6,134,-0.5841508,90.52203
560,4,187,42.385456,38.818165
561,7,5,73.63551,-67.20119
562,2,187,1.1889864,55.921185
563,1,134,-54.77392,88.59346
564,0,70,-17.032942,-99.36329
565,7,78,60.339214,-43.05464
566,3,25,-62.174675,-4.917097
567,0,70,-30.98769,-100.108444
568,1,191,-84.823616,24.55107
569,8,187,-6.673951,14.127306
570,1,191,-97.87836,7.9444532
571,9,187,55.301407,-19.059309
572,0,70,-31.26987,-92.9815
573,1,191,-117.56684,27.319954
574,0,70,-19.365473,-91.677734
575,3,25,-54.298367,-10.524105
576,3,123,-31.026508,2.405553
577,6,63,-8.689063,86.21074
578,2,123,-34.98637,57.603455
579,9,187,52.493977,-2.7939517
580,6,75,12.982595,108.008995
581,4,87,77.61626,38.023556
582,1,123,-37.705166,12.4882765
583,0,70,-24.68294,-98.20247
584,7,5,72.428474,-68.88155
585,4,187,77.79037,26.334644
586,0,70,-30.39386,-94.384766
587,6,187,36.540356,42.718266
588,4,187,87.42905,47.949696
589,4,87,103.343376,6.456118
590,7,123,35.157,-70.83483
591,6,240,13.912574,86.9063
592,8,75,-1.9798714,-34.58957
593,5,213,-15.860709,-40.77213
594,3,25,-51.98837,-2.4259973
595,9,5,47.65734,-35.676067
596,7,87,38.00693,-81.79563
597,8,240,4.522787,-2.243352
598,8,75,0.112629235,20.193714
599,1,134,-100.41772,39.62163
600,4,87,95.76333,0.42507237
601,1,187,-81.39737,61.547737
602,9,187,43.875645,-6.529273
603,4,87,101.65978,17.868984
604,8,187,12.410881,22.907564
605,5,213,-30.418955,-55.372654
606,2,187,51.456226,45.75882
607,0,70,-23.014118,-95.92477
608,4,87,75.90733,38.821365
609,1,25,-67.52602,53.32201
610,2,123,-20.891369,32.71134
611,2,78,20.86131,42.238373
612,2,25,-48.930706,58.375233
613,8,187,-11.651098,7.2442183
614,0,78,5.4582458,-114.42626
615,0,70,-25.703438,-96.51883
616,7,87,81.49697,-49.875984
617,6,63,52.154118,95.590904
618,9,187,54.099014,17.609655
619,8,134,-78.03806,34.57639
620,7,5,65.84944,-53.019398
621,8,75,6.734096,-9.471155
622,7,87,91.006905,-41.742817
623,1,187,-87.096504,-0.6575076
624,3,191,-62.650043,-23.612556
625,6,63,29.307028,69.9023
626,4,219,86.472786,39.8921
627,8,75,12.830174,13.593265
628,9,187,47.634182,-22.778156
629,9,187,43.30836,-14.448326
630,8,78,3.9415238,17.17338
631,0,70,-24.69738,-97.37034
632,4,187,58.859875,48.072083
633,0,70,-22.97303,-95.1125
634,0,78,0.5018491,-115.66175
635,1,187,-54.587044,31.61099
636,7,87,72.627174,-62.91984
637,5,75,4.7956276,-49.67284
638,3,25,-39.422073,22.603947
639,0,70,-16.258211,-102.478516
640,2,123,-25.735884,76.79007
641,8,75,5.722916,3.111017
642,6,63,14.292653,51.997986
643,1,134,-61.68386,34.83478
644,7,187,-22.809147,-16.153084
645,7,87,47.10784,-87.63835
646,1,25,-77.41161,56.86329
647,5,213,-1.553785,-81.871445
648,5,213,-24.35569,-67.98014
649,7,5,58.005287,-58.410767
650,1,191,-101.02809,-3.8407073
651,6,240,39.12302,37.114986
652,2,78,17.979166,-12.592515
653,1,191,-85.71024,4.134642
654,4,87,101.00084,-9.406228
655,7,87,46.616016,-87.73033
656,2,191,-57.624245,85.20453
657,4,87,96.272545,38.218533
658,4,87,95.04559,-17.268475
659,6,63,-6.216906,77.42289
660,8,75,-16.405352,19.718044
661,7,87,82.54482,-40.973736
662,5,70,-17.108448,-100.8361
663,0,78,20.918913,-32.527317
664,5,240,-3.2074068,-41.14644
665,5,213,-7.292006,-63.46842
666,9,187,47.467228,8.127374
667,0,78,-6.497693,-115.504
668,2,123,-50.24339,52.88623
669,7,87,85.3976,-60.97926
670,6,75,8.572552,81.59065
671,2,123,-28.478209,66.475006
672,7,78,59.065384,-72.76766
673,4,187,91.75243,-6.169
674,5,213,-10.280193,-87.55659
675,7,87,69.550026,-63.74243
676,3,191,-84.360344,-25.383148
677,7,187,20.821058,-18.036327
678,2,123,-39.330154,73.274445
679,3,25,-51.344173,58.422913
680,5,213,-11.992813,-54.091415
681,3,213,-31.104,-56.11951
682,7,187,-20.770044,-12.95365
683,1,134,-75.662155,33.817173
684,4,87,95.99985,33.67335
685,0,70,-22.708025,-96.75873
686,8,78,17.00739,29.69979
687,7,87,58.97005,-57.372345
688,4,87,104.03162,34.943928
689,4,187,30.31961,38.19899
690,6,63,26.387165,56.469734
691,1,134,-76.91285,24.6471
692,8,75,0.17697853,35.486244
693,4,87,80.20489,-11.049762
694,3,191,-47.090668,-36.786663
695,0,70,-35.02266,-98.24061
696,8,78,17.758854,-11.6955385
697,1,187,-71.934425,65.24825
698,9,187,53.462715,37.196342
699,0,70,-21.658054,-99.16044
700,3,213,4.153281,-67.34495
701,2,123,-40.850998,65.72891
702,2,123,-26.591398,69.6918
703,6,75,21.429234,97.70717
704,4,187,24.224394,-2.626914
705,0,70,-23.68089,-98.34278
706,0,97,10.566075,-21.353815
707,2,123,-20.646416,71.42001
708,4,87,101.116394,33.024643
709,5,213,-12.187005,-79.608315
710,1,191,-90.836205,1.7666347
711,5,213,-32.136665,-57.56356
712,3,213,-43.543064,-7.271261
713,4,87,98.9689,-16.6328
714,6,63,41.39599,105.00685
715,0,70,-23.162159,-103.23095
716,1,191,-108.133446,15.248021
717,4,87,80.742775,17.406136
718,1,187,-58.53199,30.442411
719,4,87,101.04263,36.35161
720,3,213,-59.449993,-9.865366
721,1,191,-68.07031,29.200718
722,8,75,-7.6901903,19.787592
723,5,75,-5.4548516,-33.04137
724,7,187,21.334276,-51.511173
725,2,123,-34.18694,64.736435
726,5,213,-6.90678,-84.54782
727,1,191,-93.54183,15.065046
728,8,75,-14.831946,12.930813
729,2,217,-19.819542,73.823364
730,4,87,96.434006,43.99876
731,3,191,-72.622734,-20.337727
732,7,87,50.439877,-83.98999
733,1,191,-84.74426,17.930264
734,7,87,57.499775,-53.810207
735,8,187,12.639164,12.760799
736,6,63,4.8681107,99.90873
737,3,187,-21.55589,-12.830944
738,7,187,-30.306076,-10.429847
739,8,187,24.366571,-12.981787
740,1,191,-98.19713,23.464914
741,0,70,-19.423874,-99.30975
742,4,87,94.22084,29.913042
743,7,5,68.04833,-53.459164
744,6,240,24.47227,108.56469
745,5,187,8.709568,-15.860402
746,2,123,-45.31228,42.971375
747,2,123,-19.233463,41.029602
748,7,87,46.944893,-75.935745
749,1,187,-70.89878,70.06254
750,2,123,-40.47347,43.55131
751,2,187,2.6014488,52.872387
752,1,134,-56.93868,30.675915
753,0,78,6.2270455,-114.21159
754,3,187,-8.0238695,-20.12605
755,8,78,-4.0575376,-6.7347865
756,6,240,16.046211,79.43305
757,5,105,-12.268735,-62.69988
758,8,78,-22.70221,21.977236
759,8,75,-0.26716653,19.058441
760,2,123,-40.160767,79.206894
761,1,191,-89.29202,17.72274
762,0,70,-29.721157,-98.904305
763,2,123,-33.666336,44.631065
764,2,123,-36.476826,71.16223
765,7,87,70.009895,-40.16447
766,8,75,-14.03722,2.7806706
767,3,191,-35.223736,-38.987328
768,7,78,27.214987,-63.721897
769,8,240,31.725159,13.815775
770,9,187,53.840965,37.72644
771,7,78,61.05726,-49.791813
772,6,75,48.491024,97.09059
773,5,213,-38.629246,-55.6139
774,1,191,-108.81805,35.640976
775,4,87,75.51658,18.387436
776,1,134,-92.994644,41.36014
777,8,75,4.7467766,18.514011
778,0,70,-24.535465,-94.50826
779,9,187,51.266586,0.59040844
780,7,187,-5.5090914,-23.862885
781,7,87,81.42254,-49.886044
782,6,240,28.92418,80.76685
783,0,70,-28.746777,-96.4776
784,3,213,-77.175,-41.209743
785,8,191,-20.19025,6.1118484
786,3,78,15.561957,-7.0712547
787,6,63,59.704685,91.24271
788,7,87,68.084946,-63.457
789,6,75,8.624434,85.82691
790,4,187,72.20512,33.407337
791,9,187,66.40691,3.640095
792,6,63,15.782758,116.32331
793,7,87,39.08776,-91.6561
794,1,191,-106.44372,16.58745
795,3,213,-50.816383,-28.202696
796,0,70,-21.843208,-93.30634
797,4,87,72.52059,42.972866
798,1,191,-69.003784,8.691248
799,5,213,-3.5024867,-71.176414
800,1,134,-106.624954,39.865017
801,5,240,13.701764,-44.073727
802,2,134,-46.510998,90.4399
803,6,63,13.520193,116.82747
804,4,87,101.24129,41.73967
805,0,70,-28.482096,-98.7601
806,1,25,-64.006676,48.00037
807,1,191,-82.97141,8.416048
808,7,87,71.701775,-54.41411
809,9,187,51.493614,7.534255
810,8,75,18.169113,24.752367
811,8,75,0.3180578,-4.077326
812,7,5,66.05606,-54.19489
813,5,213,1.4137055,-68.26316
