,Class,Cluster,X,Y
429,0,18,7.8225975,60.450893
430,1,75,-76.44168,-31.316645
431,7,134,-40.000263,-64.82441
432,1,28,-64.21782,-61.651768
433,3,134,-79.029305,-5.9800234
434,4,87,50.386677,-32.74254
435,8,240,-10.968325,-4.447552
436,8,134,-15.595265,33.726658
437,5,213,42.077198,15.041463
438,3,134,-106.7026,7.118123
439,5,75,39.113163,32.63585
440,1,134,-65.32403,27.526957
441,4,87,51.55825,-10.465867
442,1,28,-68.848915,-37.331665
443,1,28,-54.2613,-40.190334
444,8,75,-6.6278124,22.761944
445,0,18,8.854944,60.406776
446,7,187,-25.710484,-95.637924
447,3,213,-99.71137,26.202524
448,7,187,-27.26416,-85.19454
449,5,213,36.36713,6.958056
450,5,134,42.35536,81.95457
451,1,75,-53.038258,-21.119186
452,0,75,-23.036823,-27.754503
453,3,134,-97.56805,-1.9983019
454,3,134,-69.41966,20.19104
455,7,187,-12.135172,-52.45428
456,1,75,-48.639217,-22.817783
457,1,75,-54.636986,-21.671207
458,1,75,-54.007267,-27.530855
459,5,213,52.072132,12.863592
460,2,134,-19.279715,70.689224
461,1,75,-61.503025,-20.34169
462,1,75,-65.2738,-14.699203
463,1,75,-87.22879,-55.243027
464,8,134,7.3381343,6.161874
465,9,240,14.322776,-67.430336
466,1,75,-67.222916,-25.08458
467,7,187,1.7730702,-83.82319
468,6,87,85.330086,60.43064
469,1,28,-59.7263,-47.955513
470,8,240,6.1525083,-10.296317
471,2,134,-58.375057,82.51203
472,1,75,-82.64862,-27.331358
473,7,187,-4.6183457,-58.338314
474,7,187,-50.64287,-86.62967
475,5,75,39.012653,48.90151
476,3,134,-82.99155,-3.4991386
477,2,134,-52.304462,83.20415
478,5,75,50.40981,12.48799
479,6,87,105.504456,18.039019
480,6,87,77.53136,43.32704
481,9,240,45.66479,-93.657036
482,0,18,8.756363,60.399788
483,8,240,-3.0062428,3.1096058
484,2,134,-57.873283,62.673946
485,1,75,-68.17793,-23.986769
486,1,28,-55.869514,-54.21835
487,6,87,104.692215,12.674582
488,6,87,79.12146,61.102768
489,2,134,-27.627062,65.28478
490,1,75,-88.30874,-32.704334
491,9,75,-12.656757,-28.815443
492,0,18,7.2494187,60.787746
493,5,213,26.370552,17.782148
494,8,75,-1.418158,1.2313662
495,1,75,-89.21482,-41.98398
496,6,87,73.42192,60.834538
497,7,187,-3.2457652,-99.67684
498,0,18,7.8649697,60.431473
499,9,240,35.97177,-21.245083
500,5,77,-27.319763,-20.644745
501,2,134,-50.607468,69.82268
502,6,87,57.384468,48.547623
503,8,240,-10.364611,4.8602123
504,2,134,-46.292767,42.990227
505,0,18,7.8547363,60.447548
506,4,87,59.12971,-18.97845
507,3,213,-75.72052,18.136702
508,8,134,-32.4134,17.930765
509,6,75,52.936172,34.656387
510,7,87,26.490162,-29.720251
511,3,213,-59.71953,23.239412
512,7,187,-29.719614,-69.93125
513,1,75,-49.07871,-38.527103
514,8,240,-15.121203,10.145735
515,1,75,-50.528023,-24.105692
516,6,87,103.234985,2.4283197
517,3,213,-63.293217,-2.4534345
518,0,18,7.5808816,60.56197
519,4,87,61.14058,-15.945985
520,0,18,8.415445,60.346336
521,9,240,12.167347,-67.647736
522,6,87,73.976364,44.479836
523,7,77,-33.485462,-100.15787
524,1,28,-76.24905,-47.17046
525,8,75,0.79834235,0.41790527
526,1,75,-42.969322,45.470947
527,5,253,55.87037,53.6383
528,2,134,-37.85183,85.996155
529,7,187,-11.070739,-61.408264
530,9,240,36.242485,-57.362274
531,2,134,-36.835697,62.6451
532,9,240,42.842186,-64.36641
533,5,253,39.454544,40.851883
534,2,77,-27.5569,50.720585
535,8,134,-27.507692,1.7772486
536,6,87,104.71308,-5.4094462
537,3,134,-51.23387,12.685012
538,0,18,7.2710075,60.76869
539,2,134,-49.2292,96.30768
540,1,75,-74.19008,-26.175829
541,7,187,-26.049526,-86.21842
542,3,240,-19.676483,-5.6293073
543,7,187,-1.3117716,-61.129025
544,4,240,38.411057,-21.570904
545,4,87,90.81047,-26.167545
546,2,77,-27.773932,51.642025
547,5,213,34.94734,43.955826
548,1,75,-75.59641,-27.979826
549,2,134,-51.00062,78.291405
550,3,213,-77.63281,30.385744
551,1,28,-64.466805,-60.922813
552,2,134,-69.62863,69.61267
553,0,18,7.779587,60.482487
554,7,187,11.945108,-77.95124
555,1,134,-58.463093,28.501396
556,2,77,-79.06921,59.770348
557,6,87,65.19399,37.452915
558,9,240,42.521065,-89.91309
559,6,87,77.59905,34.52166
560,4,87,64.75103,-50.809742
561,7,187,-2.0746133,-71.55044
562,2,87,-19.815067,46.138927
563,1,28,-93.38803,-53.534893
564,0,18,8.533566,60.367393
565,7,28,-18.620985,-41.893394
566,3,134,-100.14635,9.475657
567,0,18,7.1642437,60.8937
568,1,75,-83.18057,-30.728556
569,8,240,-2.2106988,35.74989
570,1,28,-76.935104,-62.74984
571,9,240,38.37045,-40.433247
572,0,18,7.5651073,60.57858
573,1,75,-97.73714,-35.511772
574,0,77,-27.399178,-6.9026976
575,3,134,-66.610756,26.538359
576,3,134,-105.87755,29.125708
577,6,87,85.82679,8.913125
578,2,134,-74.226906,55.37636
579,9,240,44.885525,-58.56987
580,6,87,84.031586,-4.9464374
581,4,87,66.13831,-44.779545
582,1,77,-79.46855,46.377075
583,0,18,8.458667,60.35997
584,7,187,6.0216227,-102.25647
585,4,87,67.22908,-45.33875
586,0,18,7.948108,60.405552
587,6,87,68.3224,-3.1164818
588,4,240,53.726807,-67.02287
589,4,87,44.618114,-12.775965
590,7,187,-29.123373,-89.68372
591,6,87,75.15738,33.433052
592,8,75,-10.040026,-7.414397
593,5,253,45.98179,35.59787
594,3,213,-87.08421,36.550694
595,9,240,12.298252,-66.17456
596,7,187,-43.337048,-83.36568
597,8,75,-2.8546944,11.035996
598,8,134,-28.233948,16.540716
599,1,28,-98.82487,-40.585407
600,4,87,29.825981,-17.859081
601,1,75,-70.003815,-35.885963
602,9,240,30.03866,-58.827923
603,4,87,26.240723,-16.285803
604,8,240,-2.9101841,18.257029
605,5,213,32.598248,4.201746
606,2,134,13.539529,1.9261502
607,0,18,7.1965795,60.838264
608,4,87,73.83636,-40.849358
609,1,97,-66.2845,-28.170696
610,2,134,-56.787323,74.2485
611,2,75,14.453692,-5.307477
612,2,77,-85.06275,59.08662
613,8,134,-26.355936,5.088753
614,0,75,9.158388,-19.367537
615,0,18,8.3443365,60.34587
616,7,187,-9.331709,-86.315765
617,6,87,109.21874,1.5652792
618,9,240,47.14233,-92.81067
619,8,75,-40.389484,11.216187
620,7,240,8.9145355,-78.8761
621,8,134,-29.064953,13.052474
622,7,187,8.755938,-102.983025
623,1,134,-43.3795,-59.401463
624,3,134,-85.73978,4.4804573
625,6,87,71.49737,-0.29791847
626,4,87,76.65939,-46.1383
627,8,240,-2.3371792,14.672528
628,9,240,10.287865,-41.041267
629,9,240,28.516184,-47.46828
630,8,134,-19.910656,26.83045
631,0,18,8.657109,60.36902
632,4,87,68.67249,-69.48676
633,0,18,8.611946,60.372734
634,0,75,-0.9273801,-24.92873
635,1,75,-101.55563,-25.238968
636,7,187,-5.789744,-59.258644
637,5,134,41.75424,82.06091
638,3,134,-34.11911,2.8908205
639,0,18,7.3532567,60.70862
640,2,87,-30.488688,55.69929
641,8,75,5.992444,11.824563
642,6,87,57.51293,47.931667
643,1,75,-95.960205,-22.800945
644,7,134,-38.07024,-54.992657
645,7,187,-23.619005,-68.31348
646,1,75,-80.0004,-19.88137
647,5,75,24.991407,10.54508
648,5,213,30.868181,32.13039
649,7,187,9.331659,-84.70024
650,1,28,-64.12837,-61.00287
651,6,87,62.00015,34.035515
652,2,75,8.983801,-9.608815
653,1,28,-56.24032,-49.84111
654,4,87,40.119247,-23.433872
655,7,187,-45.711308,-82.297646
656,2,87,107.098404,6.2099695
657,4,87,77.92661,-41.273037
658,4,87,60.575787,-35.655586
659,6,87,68.77213,44.46842
660,8,134,-30.512962,26.010504
661,7,187,10.231807,-94.39982
662,5,18,7.8526626,60.441505
663,0,75,9.1132555,-19.569197
664,5,134,36.87832,75.77602
665,5,112,52.821327,83.27451
666,9,240,42.25643,-68.53187
667,0,75,-23.039064,-29.703585
668,2,77,-33.72723,48.77867
669,7,187,15.074428,-92.57349
670,6,87,59.929817,28.257109
671,2,87,-19.639557,54.18562
672,7,187,-15.305822,-70.83068
673,4,240,40.782585,-44.103252
674,5,213,42.387146,15.42404
675,7,187,0.6712537,-70.16453
676,3,213,-67.1695,34.933937
677,7,187,-19.188921,-93.66886
678,2,134,-25.400608,67.17062
679,3,77,-81.43174,46.93802
680,5,75,39.937878,18.64021
681,3,213,26.331646,16.388594
682,7,240,-28.745012,-60.868286
683,1,75,-51.69157,-23.520687
684,4,87,79.93339,-31.922646
685,0,18,8.788857,60.40701
686,8,134,-7.504594,24.354706
687,7,187,-13.053749,-53.689686
688,4,87,89.43862,-23.496857
689,4,75,20.28155,-23.009619
690,6,87,63.476757,48.54031
691,1,75,-85.15147,-53.920143
692,8,134,6.221489,4.6350737
693,4,240,26.245647,-29.27715
694,3,213,-51.064976,24.311983
695,0,18,7.26783,60.771473
696,8,240,-5.386634,-9.227619
697,1,97,-64.46112,-34.77026
698,9,240,68.96142,-79.355515
699,0,87,49.51717,1.04817
700,3,213,-51.129177,-4.0933895
701,2,87,-29.479939,54.50614
702,2,87,-19.830315,54.47201
703,6,87,78.74567,48.041466
704,4,240,15.409046,-35.028957
705,0,18,7.5521417,60.575974
706,0,75,11.871197,-10.446881
707,2,134,-24.040314,67.07466
708,4,87,88.76797,-28.0682
709,5,75,35.747707,28.878448
710,1,28,-65.67303,-58.08852
711,5,213,29.432627,33.743202
712,3,134,-95.658844,1.2147733
713,4,87,59.465054,-36.063015
714,6,87,80.69198,49.09157
715,0,75,9.897515,-16.347319
716,1,28,-73.77621,-53.728252
717,4,87,59.17846,-42.005615
718,1,75,-100.851395,-29.57602
719,4,87,86.45367,-36.121555
720,3,213,-73.41537,24.121298
721,1,75,-95.17876,-25.961315
722,8,134,7.730065,3.4048333
723,5,75,51.056725,29.272068
724,7,28,-6.034879,-37.572254
725,2,87,-26.826555,52.459827
726,5,213,28.26868,18.463705
727,1,28,-82.33624,-60.245304
728,8,134,-21.178312,8.132445
729,2,134,-22.739063,62.38266
730,4,87,91.70064,-34.170162
731,3,213,-46.03922,15.696941
732,7,187,-43.367874,-91.84854
733,1,75,-84.28513,-35.903614
734,7,240,17.947552,-88.09806
735,8,240,-1.5073643,16.448334
736,6,87,89.61852,28.758915
737,3,187,-72.09008,-42.753586
738,7,77,-32.246094,-64.92918
739,8,240,-7.0727468,-10.581138
740,1,75,-88.897,-37.957687
741,0,18,7.9168644,60.414124
742,4,87,91.1899,-36.771996
743,7,187,-4.4622746,-88.16305
744,6,87,103.19316,21.379652
745,5,240,-47.07301,0.31655964
746,2,77,-53.365143,34.950863
747,2,134,-51.613876,59.54912
748,7,187,-24.526588,-91.806145
749,1,28,-68.55613,-41.45819
750,2,134,-50.31642,45.344166
751,2,87,-21.127771,47.74742
752,1,75,-98.11837,-25.408413
753,0,75,4.0469966,-25.198606
754,3,240,-81.15705,-6.0728855
755,8,240,-12.358084,-5.7926245
756,6,87,75.86243,-2.5645413
757,5,134,37.34778,76.37951
758,8,134,-31.447962,34.61904
759,8,134,-28.769455,16.158693
760,2,134,-66.25063,81.66118
761,1,75,-84.28552,-36.645035
762,0,18,7.887795,60.437115
763,2,134,-72.69907,59.647446
764,2,77,-26.336039,82.97139
765,7,187,-1.6680593,-94.956635
766,8,134,-9.234796,9.174201
767,3,213,-26.833183,-12.826411
768,7,187,-38.793434,-81.8417
769,8,240,5.3946347,37.881485
770,9,187,72.10983,-82.43107
771,7,187,-6.1545806,-97.110176
772,6,87,91.56164,-8.71237
773,5,213,49.66272,11.654229
774,1,75,-100.61636,-28.510357
775,4,87,68.67314,-35.40913
776,1,75,-88.918045,-18.993618
777,8,134,-18.291952,31.599615
778,0,18,7.3967667,60.667442
779,9,240,45.85639,-54.193504
780,7,77,-39.843925,-68.480385
781,7,187,11.371721,-89.68819
782,6,87,92.87963,14.094871
783,0,18,8.757038,60.403408
784,3,213,-89.289276,-1.4666349
785,8,134,-34.291153,22.169497
786,3,240,-12.998161,-1.0791379
787,6,87,108.20808,-2.3353016
788,7,240,17.188044,-85.97814
789,6,87,75.65442,37.079514
790,4,87,69.99157,-62.737984
791,9,240,49.95544,-77.18712
792,6,87,88.54701,-6.017448
793,7,187,-24.589594,-82.770325
794,1,28,-65.14275,-59.296066
795,3,134,-63.519207,-1.5117718
796,0,18,8.384461,60.353275
797,4,87,60.31831,-36.5136
798,1,75,-43.539696,-40.743706
799,5,75,37.856216,25.918083
800,1,75,-102.85263,-37.422115
801,5,75,47.140717,32.37863
802,2,87,-17.717892,63.62488
803,6,87,87.79307,48.206715
804,4,87,92.29205,-32.28219
805,0,18,8.833109,60.42153
806,1,97,-66.36434,-28.03746
807,1,28,-55.56422,-49.998566
808,7,187,-8.166216,-94.07991
809,9,240,14.813288,-46.119038
810,8,240,4.301254,19.458975
811,8,134,-1.1391343,-2.0529242
