,Class,Cluster,X,Y
419,4,240,-102.65666,35.036884
420,4,240,-43.332966,45.53706
421,1,240,36.40068,71.58893
422,9,187,-31.685509,7.859651
423,9,240,-94.05306,1.1138774
424,4,240,-70.85543,32.957474
425,0,17,25.752579,-114.71366
426,6,240,-40.963337,102.66228
427,6,240,-4.0292277,95.73296
428,5,213,26.554325,-30.102213
429,0,17,40.73383,-96.15437
430,1,240,35.67826,74.01052
431,7,78,-45.11571,-41.98161
432,1,78,44.017845,86.64156
433,3,77,53.788845,-33.510098
434,4,240,-87.802155,34.828236
435,8,240,7.4316945,11.436206
436,8,240,14.137867,41.339252
437,5,17,-0.7514388,-29.810867
438,3,77,54.661343,-38.7187
439,5,17,19.460474,-67.48031
440,1,134,46.750668,29.007019
441,4,240,-102.28156,40.940933
442,1,78,30.323538,81.61967
443,1,134,70.48605,44.04919
444,8,240,-7.58705,14.523662
445,0,17,-21.928278,-57.694927
446,7,78,-67.52416,-58.506683
447,3,213,78.634285,-71.23244
448,7,78,-62.085125,-54.787563
449,5,134,22.187363,-38.75528
450,5,213,-10.938254,-51.842083
451,1,134,70.17243,40.4078
452,0,17,-36.5225,-94.048386
453,3,134,72.25856,-34.818806
454,3,213,42.355064,-42.112976
455,7,78,-54.20827,-31.357395
456,1,134,42.4938,48.12113
457,1,134,61.586918,62.26334
458,1,134,72.16959,41.47766
459,5,17,10.52406,-40.20106
460,2,77,116.42988,-4.662883
461,1,134,39.757343,47.87446
462,1,134,57.434036,48.852634
463,1,78,49.61039,80.22888
464,8,134,30.938057,24.607855
465,9,240,-70.424126,-2.3275487
466,1,78,59.747787,55.700558
467,7,78,-67.14979,-42.02148
468,6,240,27.313818,103.679054
469,1,78,88.61687,63.786774
470,8,240,-27.494799,41.70368
471,2,77,108.49593,-7.254159
472,1,78,50.213715,62.61668
473,7,78,-80.98947,-62.39849
474,7,77,-46.13724,-70.80635
475,5,17,-0.2212678,-61.34952
476,3,77,65.80666,-34.43842
477,2,77,104.183685,0.31970134
478,5,240,16.374872,-38.54038
479,6,240,25.033392,101.29677
480,6,240,-21.448254,81.67501
481,9,78,-31.495619,-4.514645
482,0,17,-46.078217,-112.93191
483,8,240,7.3614693,17.163553
484,2,77,84.17191,2.3800998
485,1,78,43.276512,68.43006
486,1,78,81.72981,54.80141
487,6,240,-3.3996334,112.80105
488,6,240,15.441761,102.9113
489,2,77,88.462364,8.325457
490,1,78,49.66317,63.265533
491,9,243,-22.852854,-39.742626
492,0,17,-10.93545,-88.10466
493,5,17,27.547813,-48.73546
494,8,240,-4.044464,19.540794
495,1,78,56.662735,75.76726
496,6,240,6.504751,111.06522
497,7,78,-64.31341,-34.316105
498,0,17,-64.08446,-97.330894
499,9,240,-89.36644,7.950856
500,5,17,81.58859,-35.844193
501,2,77,64.20618,-10.939386
502,6,17,-18.167944,62.100163
503,8,240,0.30037454,30.648842
504,2,134,-29.586899,54.661884
505,0,17,-11.852101,-85.82245
506,4,5,-69.25772,66.435745
507,3,213,52.919434,-59.06111
508,8,134,38.405502,7.7344184
509,6,17,-18.712643,72.029854
510,7,5,-76.31497,-27.30975
511,3,77,50.412197,-44.41512
512,7,78,-40.58074,-44.69693
513,1,78,80.88676,42.909622
514,8,240,13.322616,1.6571276
515,1,78,70.817665,35.75757
516,6,240,-46.556953,100.77119
517,3,213,40.61234,-29.682602
518,0,17,35.021755,-98.73819
519,4,240,-51.722187,34.729702
520,0,17,51.739033,-103.69418
521,9,240,-86.506226,20.129341
522,6,240,-2.8756382,81.754395
523,7,77,-33.886345,-61.77078
524,1,78,57.37979,88.93778
525,8,240,4.071645,20.82848
526,1,75,80.111404,29.592962
527,5,240,18.623869,-21.921122
528,2,77,109.33635,19.055462
529,7,78,-71.80232,-69.794655
530,9,240,-97.683075,-5.661773
531,2,219,61.36861,22.810545
532,9,240,-56.80459,8.4271345
533,5,17,-0.02191334,-58.516552
534,2,77,55.433712,11.022289
535,8,240,25.878128,2.073599
536,6,240,1.6953545,94.64304
537,3,77,45.584892,-46.795147
538,0,17,-16.215141,-93.05386
539,2,77,121.485085,-7.11669
540,1,240,19.015696,65.03733
541,7,5,-48.540867,-72.34267
542,3,78,86.21219,31.493153
543,7,5,-100.92347,-41.909218
544,4,240,-93.78136,23.88447
545,4,5,-82.28649,74.63655
546,2,77,81.3294,-14.793151
547,5,17,28.761818,-61.665417
548,1,78,39.081932,60.498295
549,2,77,94.639366,4.3891397
550,3,77,58.366795,-72.691414
551,1,78,77.09274,65.72562
552,2,77,88.57014,-24.530556
553,0,17,-44.859165,-95.067535
554,7,78,-103.457756,-42.972965
555,1,77,63.36576,-8.139383
556,2,77,92.98584,-44.344173
557,6,134,-25.264559,68.937706
558,9,187,-31.5688,-9.639738
559,6,240,5.2078195,72.73741
560,4,240,-41.996372,39.45294
561,7,78,-93.36136,-52.16734
562,2,187,52.382557,23.122478
563,1,134,38.32873,55.139664
564,0,17,-19.174997,-86.554085
565,7,78,-37.588253,-20.572472
566,3,77,70.5947,-60.006577
567,0,17,-19.792841,-65.81179
568,1,78,61.424015,52.37037
569,8,240,-10.911211,27.485407
570,1,78,84.78146,68.00108
571,9,240,-80.5703,-4.3654933
572,0,17,6.4722824,-112.38136
573,1,134,34.370914,86.38796
574,0,17,82.99623,-35.140106
575,3,77,60.640778,-46.802784
576,3,77,85.41549,-53.70613
577,6,240,-35.147408,60.8089
578,2,77,79.09795,-24.912336
579,9,240,-67.724304,-4.7147417
580,6,240,-0.3218513,81.5728
581,4,240,-63.55657,65.19716
582,1,77,92.753006,-7.682412
583,0,17,-32.789246,-116.39502
584,7,78,-88.703186,-65.39346
585,4,240,-53.864105,49.142986
586,0,17,24.155766,-117.617096
587,6,240,-28.979322,46.191742
588,4,240,-52.68196,31.680506
589,4,240,-97.2226,41.001736
590,7,78,-60.29085,-52.617455
591,6,240,0.7546413,72.782425
592,8,240,1.3851941,7.2089767
593,5,17,-4.378894,-107.86503
594,3,77,70.85187,-76.22006
595,9,240,-85.76873,-15.210597
596,7,5,-48.071045,-71.31963
597,8,240,3.7912843,17.028284
598,8,134,29.718178,20.818445
599,1,134,43.277813,62.218643
600,4,240,-80.801094,38.23022
601,1,240,35.54502,73.67545
602,9,240,-67.3873,0.7606988
603,4,5,-80.276115,57.142876
604,8,240,14.58662,30.716747
605,5,213,27.95639,-29.164509
606,2,240,-44.878834,33.02692
607,0,17,-43.773315,-95.846054
608,4,240,-50.497673,53.794533
609,1,78,58.463997,73.50824
610,2,77,109.280495,4.851531
611,2,240,-21.09284,17.005045
612,2,77,99.190796,-37.65107
613,8,240,22.065596,6.9553914
614,0,240,-22.087624,-23.170164
615,0,17,23.693121,-103.30817
616,7,5,-76.97593,-27.943943
617,6,240,27.346336,102.06298
618,9,187,-33.746456,-6.5042973
619,8,134,37.499207,53.52827
620,7,78,-71.66376,-37.66396
621,8,240,24.77227,15.742548
622,7,5,-85.267334,-29.103361
623,1,77,48.422188,93.61308
624,3,213,59.47113,-58.261078
625,6,240,-29.71662,51.391083
626,4,240,-48.47884,58.65871
627,8,240,-3.2530951,28.165579
628,9,240,-65.55004,-5.3908687
629,9,240,-67.555695,10.151459
630,8,240,26.870165,20.9216
631,0,17,8.97419,-95.00599
632,4,187,-33.983994,17.647154
633,0,243,-22.757967,-39.805016
634,0,17,-7.1848316,-81.93394
635,1,240,19.478094,69.943054
636,7,78,-85.02749,-56.599464
637,5,213,14.685384,-14.937823
638,3,134,38.922527,2.3663967
639,0,17,-53.567993,-109.46345
640,2,134,73.388885,0.1709992
641,8,240,-4.7743435,19.847473
642,6,17,-20.65272,64.298515
643,1,240,28.515785,66.606544
644,7,77,61.001724,6.6668296
645,7,5,-50.713886,-75.561104
646,1,134,48.26453,71.16827
647,5,240,18.158072,-46.900143
648,5,17,-4.5637603,-52.480366
649,7,78,-60.94154,-41.586987
650,1,78,41.461388,83.99229
651,6,240,-11.288269,86.817986
652,2,240,-8.215881,9.06965
653,1,78,86.838425,60.46665
654,4,240,-96.95225,27.192347
655,7,5,-47.206654,-76.64165
656,2,77,70.2596,-15.936559
657,4,240,-65.014114,68.43597
658,4,240,-73.954796,49.56995
659,6,240,-27.577936,73.452
660,8,134,20.840235,45.50184
661,7,78,-75.32903,-40.906063
662,5,243,-24.440065,-39.69629
663,0,17,-26.936436,-108.85604
664,5,213,23.655172,-29.630238
665,5,213,-0.41716215,-20.739239
666,9,240,-54.84867,14.025906
667,0,17,-31.10496,-88.0094
668,2,77,71.78758,-15.159255
669,7,78,-101.00692,-42.6365
670,6,240,-13.495721,70.31547
671,2,77,59.558075,8.914053
672,7,78,-89.97121,-68.83686
673,4,240,-65.65329,16.019777
674,5,17,2.660156,-56.165455
675,7,78,-81.426476,-59.738636
676,3,77,53.42951,-13.980966
677,7,78,-53.52531,-21.368082
678,2,77,97.64709,6.1844034
679,3,77,100.23541,-37.233315
680,5,17,6.4009514,-36.493767
681,3,17,20.072653,-43.92286
682,7,187,-37.184837,-33.37029
683,1,134,54.667072,43.593414
684,4,240,-72.11396,68.89952
685,0,17,-30.068892,-116.64438
686,8,240,16.672394,22.041296
687,7,78,-71.294235,-48.458347
688,4,5,-82.739525,72.34267
689,4,240,-57.12232,26.767204
690,6,240,-29.002987,61.108006
691,1,134,58.112545,65.53304
692,8,134,31.86528,29.355726
693,4,240,-83.39244,19.546568
694,3,77,38.6591,-49.51883
695,0,17,61.26929,-94.143
696,8,78,-46.59185,-21.462366
697,1,134,49.380287,59.839058
698,9,187,-29.86063,6.929832
699,0,17,-17.829374,-101.17879
700,3,213,14.995357,-6.2339325
701,2,134,72.16395,9.40727
702,2,77,86.7201,5.9502225
703,6,240,-6.57565,113.28672
704,4,240,-68.518135,8.204528
705,0,17,-13.353487,-94.59849
706,0,240,-19.30314,-2.6116028
707,2,77,102.951584,14.701575
708,4,5,-66.97287,68.24149
709,5,17,12.594519,-56.758274
710,1,78,42.70562,83.38044
711,5,17,28.302347,-57.599155
712,3,213,41.928978,-65.177124
713,4,240,-87.920784,33.243954
714,6,240,14.727823,112.198235
715,0,17,-10.538864,-83.373375
716,1,78,79.44377,77.19866
717,4,240,-58.49579,45.36989
718,1,240,19.860788,70.06051
719,4,5,-80.2738,75.65964
720,3,77,58.20838,-65.257835
721,1,240,38.18665,73.48292
722,8,240,19.832096,39.6328
723,5,17,17.706856,-38.23435
724,7,78,-26.804195,13.727218
725,2,77,79.99082,-23.433746
726,5,17,28.768026,-48.211536
727,1,78,66.513466,68.364265
728,8,240,7.0071473,11.149979
729,2,134,101.75046,25.703365
730,4,240,-82.538025,62.26817
731,3,77,46.840572,-16.778742
732,7,5,-33.816395,-71.76143
733,1,78,48.769684,78.67995
734,7,78,-79.03853,-58.701313
735,8,240,3.8364062,37.205177
736,6,134,-12.78489,100.98834
737,3,240,-27.55337,17.043732
738,7,77,-36.289455,-34.6842
739,8,240,21.542503,7.3753877
740,1,78,60.397343,83.94202
741,0,17,-5.4937673,-97.82795
742,4,5,-79.294815,69.998375
743,7,78,-78.29553,-56.066216
744,6,240,-7.142214,92.70166
745,5,240,20.685577,15.390175
746,2,77,85.2562,-34.974316
747,2,77,75.12124,-4.125075
748,7,5,-56.97663,-74.33213
749,1,240,25.939632,74.07983
750,2,77,63.548794,-2.3551736
751,2,187,50.64265,18.637184
752,1,240,23.49436,68.882996
753,0,17,-10.550428,-88.08781
754,3,78,-54.366238,-26.936087
755,8,240,1.5294155,-0.01983084
756,6,240,6.1893606,56.361183
757,5,213,3.7097218,-13.551886
758,8,240,27.72615,22.35039
759,8,134,31.220387,22.292368
760,2,77,108.35453,-9.254857
761,1,78,59.587906,76.17496
762,0,17,33.881424,-91.96144
763,2,77,96.77077,-26.556086
764,2,77,58.915115,12.822441
765,7,78,-86.52988,-32.580406
766,8,240,12.688128,18.09369
767,3,213,42.781666,-7.6416473
768,7,78,-47.444347,-56.400166
769,8,240,-15.732679,37.355167
770,9,187,-37.213474,15.065546
771,7,78,-81.24723,-64.93729
772,6,240,10.019356,113.48601
773,5,17,27.474812,-47.773163
774,1,240,31.789026,76.87635
775,4,240,-57.199093,49.37697
776,1,134,37.330387,44.21011
777,8,134,29.553259,29.093092
778,0,17,-5.0739856,-109.87191
779,9,240,-59.87063,9.832767
780,7,78,-44.604385,-55.093906
781,7,78,-93.51766,-40.00557
782,6,240,8.978854,80.51415
783,0,17,-64.203606,-98.68624
784,3,213,69.53272,-47.091328
785,8,134,34.52955,21.750792
786,3,240,8.913697,-3.9264538
787,6,240,26.539965,96.83781
788,7,78,-89.63708,-46.179623
789,6,240,-4.7476697,74.615036
790,4,219,-56.25987,52.00257
791,9,78,-47.515114,-7.0691686
792,6,240,-27.214645,95.55294
793,7,78,-68.12714,-74.16183
794,1,78,77.665474,73.74937
795,3,213,36.518246,-32.254604
796,0,17,-15.965527,-98.55403
797,4,5,-67.49048,60.29735
798,1,78,82.55896,49.453358
799,5,17,10.311154,-62.962017
800,1,240,31.298393,64.79163
801,5,240,17.471178,-55.692745
802,2,134,105.9697,23.096218
803,6,240,-14.771428,104.503075
804,4,5,-81.050064,79.08965
805,0,17,24.336021,-100.02964
806,1,134,55.69157,53.94491
807,1,78,90.68401,61.82839
808,7,78,-79.170746,-48.61153
809,9,240,-52.706722,4.852018
810,8,240,6.301175,46.89261
811,8,240,0.16522664,7.7199244
812,7,78,-79.337234,-52.38139
813,5,240,3.8392682,-42.21983
814,6,240,-3.5806255,81.93616
